TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionHour,TransactionDay,TimeSinceLastTransaction,TransactionType_Credit,TransactionType_Debit,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,CustomerAgeGroup,TransactionAmountGroup,CustomerAgeGroup_enc,TransactionAmountGroup_enc,Target
644.17,29.0,72.0,1.0,1143.52,16.0,2.0,-14704.048611111111,0,1,1,0,0,0,1,0,0,Adult,High,0,0,3
508.68,51.0,127.0,1.0,7708.41,16.0,26.0,-11919.878333333334,1,0,0,1,0,0,1,0,0,Middle-aged,High,1,0,4
858.6299999999999,27.0,185.0,1.0,1872.96,17.0,18.0,-13574.723333333333,1,0,0,1,0,0,0,0,1,Adult,High,0,0,3
25.360000000000014,57.0,78.0,1.0,201.03999999999996,17.0,17.0,-11415.044722222223,0,1,1,0,0,0,1,0,0,Middle-aged,Medium,1,2,1
147.62,71.0,133.0,1.0,2115.8,17.0,1.0,-10310.68888888889,0,1,0,1,0,0,0,1,0,Senior,High,2,0,1
115.01999999999998,37.0,175.0,1.0,7643.66,16.0,11.0,-10071.826111111111,0,1,0,1,0,1,0,0,0,Adult,High,0,0,4
383.37,30.0,24.0,1.0,8901.93,17.0,24.0,-15590.78638888889,0,1,0,1,0,0,1,0,0,Adult,High,0,0,3
98.54000000000002,20.0,167.0,1.0,9383.43,16.0,11.0,-10815.854444444445,1,0,0,0,1,0,0,0,1,Youth,Medium,3,2,2
83.24000000000001,55.0,164.0,1.0,1181.31,18.0,16.0,-9229.594722222222,0,1,0,1,0,1,0,0,0,Middle-aged,Medium,1,2,1
196.16,27.0,146.0,1.0,9418.86,16.0,24.0,-14847.6525,0,1,0,1,0,0,1,0,0,Adult,High,0,0,3
129.94,32.0,235.0,1.0,7954.92,16.0,2.0,-16119.509166666667,0,1,1,0,0,0,1,0,0,Adult,High,0,0,3
306.9,46.0,51.0,1.0,9418.08,16.0,30.0,-8151.6625,0,1,0,0,1,0,1,0,0,Middle-aged,High,1,0,4
114.97999999999999,59.0,80.0,1.0,6144.68,16.0,1.0,-8847.289722222222,0,1,0,0,1,0,0,1,0,Middle-aged,High,1,0,1
756.59,27.0,17.0,1.0,420.64999999999964,16.0,6.0,-14607.410555555556,0,1,0,1,0,0,0,0,1,Adult,High,0,0,3
503.76,22.0,35.0,1.0,447.8199999999997,18.0,27.0,-8221.609166666667,0,1,0,0,1,0,0,0,1,Youth,High,3,0,2
143.03,63.0,147.0,1.0,7981.45,16.0,31.0,-11079.548888888889,0,1,1,0,0,0,0,1,0,Middle-aged,High,1,0,1
899.28125,53.0,73.0,1.0,1829.9,16.0,22.0,-8343.898888888889,0,1,1,0,0,0,0,1,0,Middle-aged,Low,1,1,1
245.54,25.0,180.0,1.0,985.0600000000004,16.0,21.0,-14247.681944444445,0,1,1,0,0,0,0,0,1,Youth,High,3,0,2
254.37,51.0,174.0,1.0,8849.26,18.0,20.0,-13525.668333333333,1,0,0,0,1,0,1,0,0,Middle-aged,High,1,0,4
213.76,78.0,282.0,1.0,3528.72,17.0,1.0,-14726.289444444445,1,0,1,0,0,0,0,1,0,Senior,High,2,0,1
327.86,40.0,104.0,1.0,480.15999999999985,16.0,10.0,-15183.228333333333,0,1,0,0,1,0,1,0,0,Adult,High,0,0,3
2.5,47.0,107.0,1.0,12145.27,16.0,21.0,-11319.445,0,1,0,0,1,1,0,0,0,Middle-aged,Medium,1,2,4
300.08,68.0,47.0,1.0,13546.75,17.0,9.0,-9399.159722222223,1,0,0,0,1,1,0,0,0,Senior,High,2,0,4
56.97999999999999,43.0,122.0,1.0,5688.37,16.0,1.0,-7383.558888888889,1,0,1,0,0,0,1,0,0,Adult,Medium,0,2,3
407.65,26.0,61.99999999999999,1.0,8346.64,16.0,7.000000000000002,-11655.960833333333,0,1,0,0,1,0,1,0,0,Adult,High,0,0,3
115.82999999999998,39.0,167.0,1.0,6481.04,17.0,22.0,-12759.002777777778,0,1,0,1,0,0,1,0,0,Adult,High,0,0,3
53.56999999999999,69.0,121.0,1.0,1651.33,16.0,16.0,-10695.85861111111,0,1,1,0,0,0,0,1,0,Senior,Medium,2,2,1
63.34,46.0,165.0,1.0,11174.94,16.0,17.0,-8464.136388888888,1,0,0,0,1,1,0,0,0,Middle-aged,Medium,1,2,4
317.87,27.0,91.0,1.0,145.5,16.0,10.0,-14511.599722222221,0,1,0,0,1,0,0,0,1,Adult,High,0,0,3
331.65,41.0,61.0,1.0,4172.57,17.0,25.0,-10478.748055555556,0,1,0,0,1,0,1,0,0,Adult,High,0,0,3
5.0400000000000205,56.0,41.0,1.0,5558.36,16.0,27.0,-8223.537222222221,0,1,1,0,0,0,0,1,0,Middle-aged,Medium,1,2,1
214.54,70.0,247.0,1.0,11151.53,17.0,4.0,-10982.42,1,0,0,0,1,1,0,0,0,Senior,High,2,0,4
598.81,57.0,158.0,1.0,1415.52,16.0,4.0,-10239.360555555555,0,1,0,1,0,1,0,0,0,Middle-aged,High,1,0,1
841.28,26.0,80.0,1.0,1103.6400000000008,17.0,9.0,-10862.592222222222,0,1,0,0,1,0,0,0,1,Adult,High,0,0,3
38.14999999999998,26.0,108.0,1.0,303.6800000000003,16.0,7.000000000000002,-10168.000555555556,0,1,0,0,1,0,0,0,1,Adult,Medium,0,2,3
899.28125,58.0,144.0,1.0,5541.57,16.0,11.0,-11559.491944444444,0,1,0,1,0,1,0,0,0,Middle-aged,Low,1,1,1
124.72,33.0,105.0,1.0,6309.8,17.0,3.0,-11750.888333333334,0,1,0,1,0,0,1,0,0,Adult,High,0,0,3
302.45,78.0,40.0,1.0,5133.61,17.0,25.0,-9734.971944444444,1,0,0,1,0,0,0,1,0,Senior,High,2,0,1
208.04,47.0,273.0,1.0,9344.98,17.0,20.0,-8390.978611111112,0,1,0,0,1,0,1,0,0,Middle-aged,High,1,0,4
5.769999999999982,23.0,254.0,1.0,1117.9699999999998,17.0,17.0,-8462.729444444445,1,0,0,1,0,0,0,0,1,Youth,Medium,3,2,2
381.33,56.0,75.0,1.0,11835.35,16.0,21.0,-10575.390833333333,0,1,1,0,0,1,0,0,0,Middle-aged,High,1,0,4
16.160000000000025,50.0,124.0,1.0,14401.170000000002,16.0,16.0,-9231.20638888889,0,1,1,0,0,1,0,0,0,Middle-aged,Medium,1,2,4
486.08,18.000000000000004,68.0,1.0,1748.69,17.0,20.0,-12062.753611111111,0,1,0,0,1,0,0,0,1,Youth,High,3,0,2
336.39,21.0,18.0,1.0,1000.46,16.0,16.0,-15783.271944444445,0,1,0,1,0,0,0,0,1,Youth,High,3,0,2
899.28125,69.0,118.0,1.0,6810.05,16.0,22.0,-8344.018333333333,0,1,0,0,1,1,0,0,0,Senior,High,2,0,1
234.57,23.0,120.0,1.0,263.9800000000005,16.0,1.0,-10311.994166666667,0,1,0,0,1,0,0,0,1,Youth,High,3,0,2
6.0,30.0,246.0,1.0,5442.76,18.0,23.0,-9061.524444444445,0,1,0,0,1,1,0,0,0,Adult,Medium,0,2,3
899.28125,80.0,21.0,1.0,2037.85,16.0,23.0,-9063.333611111111,0,1,1,0,0,0,0,1,0,Senior,Low,2,1,1
227.14,18.000000000000004,294.0,1.0,341.9399999999996,17.0,3.0,-11750.490555555556,0,1,1,0,0,0,0,0,1,Youth,High,3,0,2
233.74,66.0,17.0,1.0,1066.5899999999997,16.0,24.0,-9039.504722222222,1,0,0,0,1,0,0,1,0,Senior,High,2,0,1
297.7418995983936,69.0,166.0,1.0,6077.96,16.0,25.0,-9735.216388888888,1,0,0,1,0,0,0,1,0,Senior,High,2,0,1
45.849999999999994,20.0,92.0,1.0,1659.15,17.0,16.0,-15038.170555555556,0,1,1,0,0,0,0,0,1,Youth,Medium,3,2,2
899.28125,77.0,296.0,1.0,2042.2200000000003,17.0,30.0,-10358.806666666667,0,1,0,1,0,0,0,1,0,Senior,High,2,0,1
297.7418995983936,41.0,142.0,1.0,421.9300000000003,18.0,13.0,-13693.536944444444,0,1,0,0,1,1,0,0,0,Adult,High,0,0,3
415.5,66.0,141.0,1.0,10113.66,16.0,28.0,-11151.683333333332,0,1,1,0,0,1,0,0,0,Senior,High,2,0,4
265.76,54.0,92.0,1.0,4446.17,17.0,6.0,-15278.389722222222,0,1,0,0,1,0,0,1,0,Middle-aged,High,1,0,1
69.4,80.0,113.0,1.0,6452.77,18.0,24.0,-11246.005833333333,0,1,0,0,1,0,0,1,0,Senior,Medium,2,2,1
332.93,35.0,293.0,1.0,2788.2,16.0,20.0,-8391.640555555556,1,0,0,1,0,0,1,0,0,Adult,High,0,0,3
267.9,20.0,160.0,1.0,596.1599999999999,16.0,9.0,-9399.263055555555,0,1,0,0,1,0,0,0,1,Youth,High,3,0,2
496.03,61.0,265.0,1.0,12904.66,16.0,3.0,-8799.396944444445,0,1,0,1,0,1,0,0,0,Middle-aged,High,1,0,4
376.26,37.0,245.0,1.0,9062.4,16.0,15.0,-15063.479722222222,0,1,1,0,0,0,1,0,0,Adult,High,0,0,3
83.01999999999998,36.0,171.0,1.0,9009.56,17.0,4.0,-10238.18611111111,1,0,0,0,1,0,1,0,0,Adult,Medium,0,2,3
93.25999999999999,20.0,72.0,1.0,1152.1999999999998,16.0,27.0,-11175.82,1,0,0,0,1,0,0,0,1,Youth,Medium,3,2,2
803.37,68.0,129.0,1.0,12168.37,16.0,17.0,-13600.001666666667,1,0,0,1,0,1,0,0,0,Senior,High,2,0,4
35.75999999999999,23.0,122.0,1.0,611.8599999999997,17.0,19.0,-9878.556111111111,0,1,0,1,0,0,0,0,1,Youth,Medium,3,2,2
28.53000000000003,62.0,99.0,1.0,8670.53,16.0,31.0,-12543.480833333333,0,1,0,0,1,1,0,0,0,Middle-aged,Medium,1,2,4
139.53,53.0,177.0,1.0,10098.86,17.0,9.0,-9398.789444444445,1,0,0,0,1,1,0,0,0,Middle-aged,High,1,0,4
307.57,33.0,285.0,1.0,5307.74,16.0,9.0,-15951.90888888889,0,1,0,1,0,1,0,0,0,Adult,High,0,0,3
60.650000000000006,56.0,53.0,1.0,1047.2799999999997,18.0,26.0,-12661.903888888888,1,0,0,1,0,0,0,1,0,Middle-aged,Medium,1,2,1
74.86000000000001,70.0,125.0,1.0,6921.48,17.0,14.0,-10742.406111111111,0,1,0,1,0,1,0,0,0,Senior,Medium,2,2,1
297.7418995983936,51.0,137.0,1.0,1475.46,18.0,24.0,-8293.296944444444,0,1,0,1,0,0,0,1,0,Middle-aged,High,1,0,1
231.91,34.0,165.0,1.0,112.76000000000022,18.0,31.0,-15421.681388888888,0,1,1,0,0,0,1,0,0,Adult,High,0,0,3
126.20999999999995,75.0,268.0,1.0,5669.66,16.0,14.0,-15088.028055555556,0,1,0,1,0,0,0,1,0,Senior,High,2,0,1
506.28,53.0,162.0,1.0,1309.9499999999998,17.0,2.0,-13239.094444444445,1,0,0,0,1,0,0,1,0,Middle-aged,High,1,0,1
304.35,31.0,36.0,1.0,4057.1,17.0,4.0,-8055.019722222222,0,1,0,1,0,0,1,0,0,Adult,High,0,0,3
281.85,22.0,109.0,1.0,1585.98,17.0,16.0,-12902.683611111112,0,1,1,0,0,0,0,0,1,Youth,High,3,0,2
777.88,31.0,17.0,1.0,6825.55,16.0,20.0,-14271.184166666666,0,1,0,1,0,0,1,0,0,Adult,High,0,0,3
119.18,56.0,96.0,1.0,5516.5,18.0,25.0,-10478.09888888889,0,1,0,1,0,0,0,1,0,Middle-aged,High,1,0,1
177.19,76.0,43.0,1.0,5343.3,17.0,15.0,-12926.683888888889,0,1,0,0,1,0,0,1,0,Senior,High,2,0,1
260.88,22.0,36.0,1.0,903.0500000000002,16.0,29.0,-12591.278333333334,0,1,0,1,0,0,0,0,1,Youth,High,3,0,2
169.47,24.0,19.0,1.0,1806.1599999999999,16.0,22.0,-14223.95638888889,0,1,0,0,1,0,0,0,1,Youth,High,3,0,2
73.23000000000002,26.0,14.0,1.0,787.7399999999998,16.0,19.0,-12831.305277777778,0,1,0,1,0,0,0,0,1,Adult,Medium,0,2,3
899.28125,29.0,106.0,1.0,2429.68,18.0,10.0,-15182.066111111111,0,1,1,0,0,0,1,0,0,Adult,Low,0,1,3
792.57,19.0,164.0,1.0,770.3699999999999,16.0,22.0,-12759.800833333333,0,1,1,0,0,0,0,0,1,Youth,High,3,0,2
237.06,71.0,46.0,1.0,1182.7700000000004,16.0,18.0,-7719.342499999999,0,1,0,0,1,0,0,1,0,Senior,High,2,0,1
34.170000000000016,54.0,54.0,1.0,726.5500000000002,16.0,21.0,-8367.146111111111,1,0,0,0,1,0,1,0,0,Middle-aged,Medium,1,2,1
740.25,41.0,123.0,1.0,14464.3,17.0,19.0,-11367.074722222222,0,1,0,0,1,1,0,0,0,Adult,High,0,0,4
453.54,58.0,82.0,1.0,12046.3,16.0,19.0,-13551.600833333334,0,1,1,0,0,1,0,0,0,Middle-aged,High,1,0,4
300.47,73.0,100.0,1.0,7885.64,16.0,13.0,-8559.935555555556,0,1,0,1,0,0,0,1,0,Senior,High,2,0,1
110.93,19.0,201.0,1.0,1952.35,16.0,7.000000000000002,-13839.54388888889,1,0,0,1,0,0,0,0,1,Youth,High,3,0,2
201.69,59.0,299.0,1.0,7328.52,16.0,3.0,-16095.394444444444,0,1,1,0,0,1,0,0,0,Middle-aged,High,1,0,4
399.21,59.0,109.0,1.0,3210.39,16.0,30.0,-15447.875555555556,0,1,1,0,0,0,1,0,0,Middle-aged,High,1,0,1
899.28125,78.0,57.0,1.0,5726.2,16.0,6.0,-10191.378333333334,0,1,0,0,1,0,0,1,0,Senior,Low,2,1,1
630.3600000000001,62.0,52.0,1.0,1363.65,16.0,2.0,-14704.006111111112,0,1,1,0,0,0,0,1,0,Middle-aged,High,1,0,1
